-2.089027794581349313e-04,1.029325232838517335e-03,-1.092229854889236774e-03,1.243038043473606571e-03,-7.442182358806904638e-04
-7.772436241090341456e-05,-2.535943822292302530e-04,3.709019971025223801e-04,3.813677948090660793e-04,-9.213876093401194515e-04
-4.331754765135261732e-05,-6.922701377061373298e-04,4.350712131806406570e-04,7.171492594719853890e-05,3.245116892872650528e-04
-3.382899159401860827e-05,-7.149346422198254655e-04,3.400729993454690812e-04,4.187293911711174790e-05,5.713820083897212625e-04
-7.295995024000564988e-05,-6.740265001580966753e-04,6.518552913860123366e-04,1.250691113127202873e-03,7.619833806442352468e-04
-2.400385263994240853e-05,-3.181009082344791409e-04,4.557512639460927460e-04,1.187377371049229413e-05,3.127107717002764950e-04
-2.956631735868193078e-05,-3.026704309588310136e-04,5.749020554233605276e-04,4.771050915587573410e-05,2.523956542956633155e-04
-4.877141200572692337e-05,-2.118992202355071165e-04,7.775495770306556712e-04,-1.106841368464328394e-04,4.148333240081300902e-04
-1.236288131152731137e-04,7.615810050351995777e-04,-4.734258561179486430e-05,-7.102093684054257977e-04,1.050051230193147726e-03
-1.320185886742838207e-04,-9.385598014292185045e-05,-4.761606978380410367e-04,-1.359797138852593748e-03,8.238450787666925200e-04
-5.670249554779065496e-05,-3.749228776186146889e-04,5.216934361544720705e-05,-8.588283489079188981e-04,2.397170341158873837e-04
-4.282587638080952684e-05,-4.695222379544527948e-04,8.543084892094856587e-05,-8.694575545541269237e-04,1.513067449167825593e-04
-3.996430438714089831e-05,-5.882871867346982885e-04,1.014136602115438138e-04,-7.618551982988630913e-04,3.550135182857875487e-04
-3.811724744713862684e-05,-4.433467363467540317e-04,3.028412332669079424e-04,-2.944873818585679471e-04,1.162782946384525659e-04
-3.004622213026171117e-05,-4.031348796907318049e-04,3.163471959767487438e-04,-5.914132698951239881e-04,8.907515794091640498e-05
-2.932991236146037132e-05,-3.355782572757660173e-04,2.737006396351455073e-04,-5.747323391145399418e-04,6.611133393378447812e-05
-4.623265780714469302e-05,-3.216802043318513216e-04,3.896379158462176268e-04,-7.838706661582638471e-04,-1.465049221224261518e-04
-7.895462452937483319e-05,-7.887685711297908343e-05,-7.128054603478635107e-05,-1.501621770261241801e-03,2.790013486967217460e-04
-1.923218263733860248e-04,8.940090845892304482e-04,-9.285415759940633847e-04,1.626003452330103492e-03,-5.867102459322266761e-04
-1.038639774886171126e-04,-4.103086930539049174e-04,1.490706802450473645e-04,3.471250403040773442e-04,-1.131404292991858556e-03
-6.328465085304272458e-05,-4.744433038867224917e-04,2.388357964217024173e-04,1.375876971158374908e-05,-3.136827931958159101e-04
-4.367928085365947472e-05,-5.115755173305575228e-04,3.576622918072822955e-04,1.335105820837007799e-05,3.512805149968245208e-04
-9.248377422971091645e-05,-4.529148852758205397e-04,7.188064728059757966e-04,1.105248640001256499e-03,7.201685776207088392e-04
-3.304956232731269972e-05,-3.389481189420735785e-04,5.573876215603667693e-04,-1.241716332104970174e-04,1.851942544239212375e-04
-3.886695131227324974e-05,-2.971868895258585270e-04,6.731346869425521408e-04,-1.997405987843895933e-04,1.308478609786594771e-04
-6.260490837323262983e-05,-7.512460046916070305e-05,8.093651599989765653e-04,-3.783674364736304093e-04,2.401480620878040061e-04
-1.339223883711292791e-04,8.425950634471188888e-04,-8.417774141591255477e-05,-1.268982934296888215e-03,1.022541926319265292e-03
-1.124539853315883369e-04,-9.083049863959725750e-04,-3.713920051237155906e-04,4.320240418056683386e-04,8.579906927625149862e-04
-8.488465869206738429e-05,-9.442547889084577147e-04,-3.252597693046473809e-05,-6.237243730968285854e-04,-7.384360338826510004e-04
-8.618431282589474572e-05,-2.233438297174052210e-04,9.073079515819018094e-05,-6.244206216966011972e-04,-2.117379533025176910e-03
-8.288052273142175290e-05,2.415136536733893460e-04,7.319199301717522685e-05,-8.551422724027904617e-04,-2.007613944804482152e-03
-1.024753454997093379e-04,7.436458129835604898e-04,2.516577751714921740e-04,6.824642679291057987e-04,-1.052852587453065314e-03
-7.365984051865094367e-05,3.126194533416937031e-04,3.295461966159789289e-04,-8.444193399976566636e-04,-3.900102847833762307e-04
-6.405130975202445905e-05,-4.507945287451865443e-05,3.529080347028052756e-04,-4.047623609351109803e-04,1.115169720670936422e-04
-6.517893585157000409e-05,-3.318716789517802898e-04,2.418549086116651876e-04,-7.229565261593466369e-04,5.198660807757241216e-04
-9.390637264948412458e-05,-4.871222031324414121e-04,-2.304488399798964703e-04,-9.293798886256985584e-04,1.304308816790122200e-03
-1.456423708949744543e-04,9.468299642737443463e-05,-5.249599428156220956e-04,-1.119691937829730673e-03,1.073208612911049145e-03
-6.768723653906890802e-05,-2.144340165950928134e-04,1.638393293920616285e-05,-9.523313437117334997e-04,3.999013966764345708e-04
-4.954140091615084223e-05,-3.976877020629761977e-04,1.002543885821338427e-04,-9.527113325388048351e-04,2.780541320778458572e-04
-4.353972383650431635e-05,-5.153743309720905299e-04,1.413874744881862431e-04,-8.099520861961375350e-04,3.994548442357791999e-04
-4.158602028888291023e-05,-4.024252789667685055e-04,3.520470610703391873e-04,-2.373463726611946961e-04,1.558055654882310737e-04
-3.289904524752737536e-05,-3.618090625547669675e-04,3.647757230164411137e-04,-5.624730981431459199e-04,8.625734778468573214e-05
-3.339888160938404155e-05,-2.883964794147837046e-04,2.861789993712892787e-04,-5.867246856592694352e-04,3.865103680196014038e-05
-5.385204237019812837e-05,-2.778326087172645203e-04,3.859350186283731061e-04,-7.870901213680617063e-04,-6.890288872320995874e-05
-9.331149082249517047e-05,8.102073361442518277e-05,-2.160245101250752014e-04,-1.615010068801294579e-03,5.320967125553859207e-04
-9.996039968543065160e-05,-6.410883749514862534e-04,-3.530185234014121369e-04,-1.712646707527812773e-03,9.014920356114066672e-04
-4.443232937035343066e-05,-2.525112241814670864e-04,1.692976461923029023e-04,-9.766252554069786151e-04,4.916137434717981342e-04
-4.429020533740706889e-05,-3.931861664970199058e-04,1.117217423789034240e-04,-9.274469829378387178e-04,5.525196052237064514e-04
-3.829709459552622561e-05,-4.049857174680703193e-04,-3.054808712130564589e-05,-7.325003721372473110e-04,1.632108945899912278e-04
-5.017082257207619751e-05,-4.027426091470047431e-04,-2.322946134692750221e-06,-6.260254932091468064e-04,-2.120948551574606514e-04
-4.121837524812248937e-05,-1.946418559821590233e-04,5.231795034519551735e-05,-9.355986139200183878e-04,-2.754622564395758184e-04
-4.439747064267614632e-05,-1.458309838322257614e-04,1.979776451559455992e-04,-1.020486739143170200e-03,-1.560414471458483349e-04
-5.305375621156586865e-05,-2.620867993095915213e-04,9.072232045216019900e-05,-9.949367638978176987e-04,4.053224976939984875e-05
-6.936799449280210261e-05,-5.060711740985256082e-04,-2.807705393663671722e-04,-1.233537430930297784e-03,2.154937731597165659e-04
-1.314871052788224538e-04,-7.107946115498543207e-04,-3.797052102606243793e-04,1.066243249806976892e-03,1.301931587271390901e-03
-9.835369880650498327e-05,-9.109233966452627562e-04,-1.686762825795131565e-04,-4.945012439945988859e-04,-5.816228630882582613e-04
-9.620331848076029194e-05,-1.843630827384592011e-04,4.388615554184755602e-05,-5.497167136843594468e-04,-1.915881773315221241e-03
-9.651893074325847924e-05,3.655780817336392544e-04,6.627322883623679162e-05,-5.966320028738289309e-04,-1.988815169618149935e-03
-1.176625795319121641e-04,8.565696322300406229e-04,2.956660624890410528e-04,1.195725545747186938e-03,-8.079764282502401376e-04
-8.905218430346439049e-05,5.229925590746204844e-04,3.155581174424708043e-04,-5.755993830739854992e-04,-2.743012624208474373e-04
-7.976469733983113358e-05,1.564306128806025424e-04,2.589332454536570020e-04,-1.493824539663677394e-04,2.871009937539968290e-04
-8.086678425761736552e-05,-1.607767158676989480e-04,1.048079590567478105e-04,-7.614661886949402377e-04,7.802235248429464747e-04
-1.083623439447050502e-04,-4.321003041438052335e-04,-3.046830222264728695e-04,-6.098276230684528034e-04,1.391122410707020321e-03
-8.945641247094332461e-05,-8.846013005806345432e-04,1.718501387091762281e-04,7.559536016767075522e-04,3.305005115842086540e-04
-6.555090969686161624e-05,-7.575189641184954274e-04,3.698512751452380076e-04,-6.811814280045873880e-04,-1.583970248903167040e-04
-6.933238289484264238e-05,-4.289777207525912730e-04,4.424802066240246176e-04,-2.971506965034836174e-04,-6.374385631366232072e-04
-8.497029958939709450e-05,1.416113989373774191e-04,3.011905675466305769e-04,-6.502935079264996095e-04,-1.894514861118503897e-03
-1.321575290251096775e-04,1.001004587671375755e-03,1.383645307209261689e-04,5.471422761448583097e-04,-2.328023728755480685e-03
-1.170987286324461497e-04,7.888709791888152099e-04,-1.598458501882637963e-04,-9.425068747692084232e-04,-1.601942448273546617e-03
-1.043465816832193395e-04,3.134281402209326654e-04,-1.008956633977150597e-04,-3.203194354772604877e-04,-1.068949770142326242e-03
-8.980159340814643579e-05,-5.720112253381967604e-04,-4.389139370394233531e-05,-7.177790927524810294e-04,1.206568645239010536e-04
-9.175147102432227122e-05,-1.006822445359982282e-03,-1.123783903496905056e-04,-5.386780383689112467e-06,7.574385264459402613e-04
-1.104881347935068175e-04,-5.951132933677059748e-04,-4.013003947042604290e-04,-1.719053025218296536e-03,1.039587924727661435e-03
-5.106511914766154474e-05,-2.559164722914437137e-04,1.234990656984690221e-04,-1.149476719876041126e-03,6.654782586851385774e-04
-4.863590720363721574e-05,-3.685259659359952245e-04,1.029681292302940488e-04,-1.037271122908218308e-03,6.891347530792947713e-04
-4.213234203578734328e-05,-3.999986606319154252e-04,-2.021898743676073685e-05,-8.290221195958976438e-04,2.086899297075288113e-04
-5.588104977205835770e-05,-3.877605696737331138e-04,-4.601120179313351703e-06,-6.495775040453568086e-04,-1.830149920840122785e-04
-4.624340055059752985e-05,-1.771172230869910106e-04,2.469713594946540067e-05,-1.055146510430626447e-03,-2.708285595170488794e-04
-5.024202775959630933e-05,-1.178929221366462055e-04,1.870571834818415043e-04,-1.160496251533588673e-03,-1.290751198072138798e-04
-6.044029760072838677e-05,-2.387809857784179476e-04,5.482202033440776662e-05,-1.178134027565923888e-03,1.532258253082669289e-04
-7.960798381156534769e-05,-4.592424114479258111e-04,-3.620654945747261814e-04,-1.445294429302613820e-03,3.617380415829917276e-04
-1.040122061638522723e-04,-4.278652128659876782e-04,-4.597073274654878399e-04,-1.968311518920600866e-03,4.107458753370668396e-04
-4.990515119353532971e-05,-6.412721940164776025e-05,1.337803049335352466e-04,-1.155339377152107307e-03,3.807208850165081856e-04
-3.909943867630791140e-05,-3.765258739237909227e-06,2.300103712605497570e-04,-9.970594151200099908e-04,3.041719422299305788e-04
-3.691442744572397735e-05,-2.390567820347536555e-04,2.188944326971266861e-04,-8.537512530443179537e-04,2.411120427425477060e-04
-4.471186686995231875e-05,-4.853121259702666661e-04,1.274975895643385001e-04,-7.070488495761098179e-04,4.462124677225607987e-04
-3.986228685199337670e-05,-6.167050842049337685e-04,4.838168604007409739e-05,-7.209871921394937419e-04,5.933014278404417485e-04
-4.668592621015141275e-05,-5.842874363382093367e-04,3.429860950409703048e-06,-8.843541137476569744e-04,1.790351981758543849e-04
-5.769185513522729139e-05,-4.234465442701488723e-04,-2.832747206142388792e-05,-1.057256378271739794e-03,2.944122238305761164e-05
-7.581902661638962107e-05,-4.265998079889120505e-04,-2.988244873649808890e-04,-1.298535894501862305e-03,-4.922292060945527258e-04
-1.033791144093335567e-04,-7.560531563033155798e-04,1.942527147411987176e-04,1.308005670034641807e-03,8.480887738448323861e-04
-7.286962789487946499e-05,-7.678696594101033605e-04,3.764403640865922221e-04,-7.016696064329194316e-04,-6.546897097175607277e-05
-7.788750923417577746e-05,-4.371548793351243915e-04,4.883515692079848239e-04,-1.950891569481763132e-04,-5.930159874530261527e-04
-9.469232276078356147e-05,1.876267695603926061e-04,3.419609068474249378e-04,-5.995893187678531322e-04,-1.878220527072858772e-03
-1.499577273602561598e-04,1.199236300806848839e-03,1.095365367738234449e-04,1.062919181684793355e-03,-2.171272932152425693e-03
-1.371709767017621545e-04,1.079141886536501803e-03,-2.887992061144213315e-04,-3.642448576304331467e-04,-1.353412699741658514e-03
